Title,Reference,Publication Date,Risk Level,Impact Level,Affected Systems,Vulnerability Summary,Solution,URL
Vulnérabilité critique dans PHP,47721006/24,10 juin 2024,Critique,Critique,"PHP versions 8.1.x antérieures à 8.1.29, PHP versions 8.2.x antérieures à 8.2.20, PHP versions 8.3.x antérieures à 8.3.8","PHP a publié des mises à jour de sécurité corrigeant une vulnérabilité critique (CVE-2024-4577) affectant les installations où PHP est utilisé en mode CGI. La vulnérabilité a un score CVSSv3 (Common Vulnerability Scoring System) de 9,8 sur 10. Le code d'exploitation de la preuve de concept qui cible cette vulnérabilité est publiquement disponible.L'exploitation réussie de la vulnérabilité pourrait permettre à un attaquant non authentifié d'exécuter du code arbitraire à distance sur les serveurs PHP.",Veuillez se référer au bulletin de sécurité PHP pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-dans-php
Vulnérabilités affectant le navigateur Google Chrome,46292902/24,29 février 2024,Important,Important,"Toutes les versions de Google Chrome antérieures aux versions 122.0.6261.94/.95 sur Windows, Toutes les versions de Google Chrome antérieures aux versions 122.0.6261.94 sur Linux, Toutes les versions de Google Chrome antérieures aux versions 122.0.6261.94 sur Mac","Google vient de publier une mise à jour de sécurité qui permet de corriger deux  vulnérabilités    affectant le navigateur Google Chrome. L’exploitation de ces vulnérabilités peut permettre à  un attaquant d’exécuter du code dans une page, de contourner des mesures de sécurité ou de causer un déni de service.",Veuillez se référer au bulletin de Google afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-le-navigateur-google-chrome-17
Vulnérabilités critiques dans les produits Fortinet,45251912/23,19 décembre 2023,Critique,Critique,"FortiOS versions 7.0.x antérieures à 7.0.13, FortiPAM 1.1  versions antérieures à 1.1.2, FortiMail 7.0 versions antérieures à 7.0.4, FortiMail 6.4 versions antérieures à 6.4.7, FortiNDR 7.1 versions antérieures à 7.1.1, FortiNDR 7.0 versions antérieures à 7.0.5, FortiRecorder 6.4 versions antérieures à 6.4.3, FortiRecorder 6.0 versions antérieures à 6.0.12, FortiSwitch 7.0 versions antérieures à 7.0.5, FortiSwitch 6.4 versions antérieures à 6.4.11, FortiVoice 6.4 versions antérieures à 6.4.8, FortiVoice 6.0 versions antérieures à 6.0.12, FortiProxy 7.2 versions antérieures à 7.2.5, FortiProxy 7.0 versions antérieures à 7.0.11",Fortinet a publié des mises à jour de sécurité pour corriger plusieurs vulnérabilités critiques affectant les produits susmentionnés. L'exploitation réussie de ces vulnérabilités pourrait permettre à un attaquant d’exécuter du code et des commandes arbitraires à distance.,Veuillez se référer au bulletin de sécurité Fortinet du 14 Décembre 2023 afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-fortinet-0
Vulnérabilité affectant Palo Alto GlobalProtect App,43090208/23,02 août 2023,Important,Important,"Palo Alto GlobalProtect App versions 5.2.x antérieures à la version 5.2.13 sur Windows, Palo Alto GlobalProtect App versions 6.0.x antérieures à la version 6.0.5 sur Windows, Palo Alto GlobalProtect App versions 6.1.x antérieures à la version 6.1.1 sur Windows",Palo Alto Networks annonce la correction d’une vulnérabilité affectant les versions susmentionnées de son produit GlobalProtect App. L’exploitation de cette vulnérabilité peut permettre à un attaquant d’élever ses privilèges.,Veuillez se référer au bulletin de sécurité de Palo Alto Networks afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-affectant-palo-alto-globalprotect-app
Vulnérabilités affectant VMware NSX,50151110/24,11 octobre 2024,Important,Important,CVE-2024-38815   CVE-2024-38817    CVE-2024-38818,"Broadcom annonce la correction de trois vulnérabilités affectant les versions susmentionnées de sa plateforme de virtualisation de réseaux « VMware NSX ». L'exploitation de ces vulnérabilités peut  permettre à un attaquant distant l’exécution de commandes arbitraire, l’élévation de privilèges ou le contournement de mesures de sécurité.",Veuillez se référer au bulletin de sécurité de Broadcom pour les mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-vmware-nsx
VULNÉRABILITÉS AFFECTANT PLUSIEURS PRODUITS D’ADOBE,42351406/23,14 juin 2023,Important,Critique,"Adobe Experience Manager Cloud Service versions antérieures à 2023.4, Adobe Experience Manager Cloud Service versions antérieures à 6.5.17.0, Adobe Commerce versions 2.4.6 antérieures à 2.4.6-p1, Adobe Commerce versions 2.4.5 antérieures à 2.4.5-p3, Adobe Commerce versions 2.4.4 antérieures à 2.4.4-p4, Adobe Commerce versions 2.4.3 antérieures à 2.4.3-ext-3, Adobe Commerce versions 2.4.1 antérieures à 2.4.2-ext-3, Adobe Commerce versions 2.4.1 antérieures à 2.4.1-ext-3, Adobe Commerce versions 2.4.0 antérieures à 2.4.0-ext-3, Adobe Commerce versions 2.3.7-p4 antérieures à 2.3.7-p4-ext-3, Magento Open Source versions 2.4.6 antérieures à 2.4.6-p1, Magento Open Source versions 2.4.5 antérieures à 2.4.5-p3, Magento Open Source versions 2.4.4 antérieures à 2.4.4-p4, Adobe Animate 2022 versions antérieures à 22.0.10 sur Window et macOS, Adobe Animate  2023 versions antérieures à 23.0.2 sur Window et macOS, Adobe Bridge  versions antérieures à 12.0.4, Adobe Substance 3D Designer versions antérieures à 13.0.0 sur Windows et macOS","Adobe a publié des mises à jour de sécurité qui permettent de corriger plusieurs vulnérabilités affectant ses produits susmentionnés. L’exploitation de ces vulnérabilités peut permettre à un attaquant d’exécuter du code arbitraire, d’accéder à des informations confidentielles ou de contourner des mesures de sécurité.",Veuillez se référer aux bulletins de sécurité d’Adobe pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-plusieurs-produits-dadobe-4
Vulnérabilité critique affectant le logiciel de surveillance réseau Cacti,52253001/25,30 janvier 2025,Important,Critique,"Cacti, versions antérieures à 1.2.29",Cacti group annoncent la correction d’une vulnérabilité critique affectant le logiciel de surveillance réseau Cacti. L’exploitation de cette vulnérabilité peut permettre à un attaquant distant authentifié d’exécuter du code arbitraire et d’accéder à des informations confidentielles.,Veuillez se référer à la page de Cacti sur Github afin d'installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-le-logiciel-de-surveillance-reseau-cacti-0
Vulnérabilités dans le DNS BIND,42512206/23,22 juin 2023,Important,Important,"BIND versions 9.16.33 à 9.16.41 antérieures à 9.16.42, BIND versions 9.18.7 à 9.18.15 antérieures à 9.18.16, BIND versions 9.19.0 à 9.19.13 antérieures à 9.19.14, BIND Supported Preview Edition versions 9.11.3-S1 à 9.16.41-S1 antérieures à 9.16.42-S1, BIND Supported Preview Edition versions 9.18.11-S1 à 9.18.15-S1 antérieures à 9.18.16-S1",Internet Systems Consortium (ISC) a publié un correctif de sécurité qui corrige plusieurs vulnérabilités dans les versions susmentionnées de DNS BIND. L’exploitation de ces failles peut permettre à un attaquant distant de causer un déni de service.,Veuillez se référer au bulletin de sécurité ISC du 21 juin 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-le-dns-bind-0
Vulnérabilités affectant le navigateur Google Chrome,46380703/24,08 mars 2024,Important,Important,"Toutes les versions de Google Chrome antérieures aux versions 122.0.6261.111/.112sur Windows, Toutes les versions de Google Chrome antérieures aux versions 122.0.6261.111 sur Linux, Toutes les versions de Google Chrome antérieures aux versions 122.0.6261.111/.112 sur Mac",Google vient de publier une mise à jour de sécurité qui permet de corriger trois  vulnérabilités    affectant le navigateur Google Chrome. L’exploitation de ces vulnérabilités peut permettre à  un attaquant d’accéder à des informations confidentielles ou  de contourner des mesures de sécurité,Veuillez se référer au bulletin de Google afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-le-navigateur-google-chrome-18
Vulnérabilité critique affectant Forta FileCatalyst Workflow,49012908/24,29 août 2024,Important,Critique,Forta FileCatalyst Workflow  versions antérieures à 5.1.7,Fortra  annonce la correction d’une vulnérabilité critique affectant les versions susmentionnées de son produit FileCatalyst Workflow.  L'exploitation de cette vulnérabilité  peut  permettre  à un attaquant d’accéder à des données confidentielles.,Veuillez se référer au bulletin de sécurité de l’éditeur pour mettre à jour votre produit.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-forta-filecatalyst-workflow
Vulnérabilité affectant OpenSSH,48291107/24,11 juillet 2024,Important,Important,OpenSSH versions 8.7p1 et 8.8p1 sur Red Hat Enterprise Linux 9,OpenSSH annonce la disponibilité de mise à jour de sécurité qui corrige une vulnérabilité au niveau  d’OpenSSH. L’exploitation de cette vulnérabilité peut permettre à un attaquant distant  d’exécuter du code arbitraire.,Veuillez se référer au bulletin de sécurité d’OpenSSH  afin d'installer la nouvelle mise à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-affectant-openssh-0
Vulnérabilités dans les produits Microsoft SQL Server (Patch Tuesday Avril 2023),41321204/23,12 avril 2023,Modéré,Modéré,"Microsoft ODBC Driver 18 pour SQL Server, Microsoft OLE DB Driver 19 pour SQL Server, Microsoft OLE DB Driver 18 pour SQL Server, Microsoft ODBC Driver 17 pour SQL Server, Microsoft SQL Server 2022 pour x64-based Systems (GDR), Microsoft SQL Server 2019 pour x64-based Systems (CU 18), Microsoft SQL Server 2017 pour x64-based Systems (CU 31), Microsoft SQL Server 2016 pour x64-based Systems Service Pack 3 Azure Connectivity Pack, Microsoft SQL Server 2016 pour x64-based Systems Service Pack 3 (GDR), Microsoft SQL Server 2014 Service Pack 3 pour x64-based Systems (CU 4), Microsoft SQL Server 2019 pour x64-based Systems (GDR), Microsoft SQL Server 2014 Service Pack 3 pour 32-bit Systems (CU 4), Microsoft SQL Server 2014 Service Pack 3 pour 32-bit Systems (GDR), Microsoft SQL Server 2014 Service Pack 3 pour x64-based Systems (GDR), Microsoft SQL Server 2017 pour x64-based Systems (GDR), Microsoft SQL Server 2008 pour x64-Based Systems Service Pack 4 (QFE), Microsoft SQL Server 2008 R2 pour x64-Based Systems Service Pack 3 (QFE), Microsoft SQL Server 2008 R2 pour 32-Bit Systems Service Pack 3 (QFE), Microsoft SQL Server 2012 pour x64-based Systems Service Pack 4 (QFE), Microsoft SQL Server 2012 pour 32-bit Systems Service Pack 4 (QFE), Microsoft SQL Server 2008 pour 32-bit Systems Service Pack 4 (QFE)",Plusieurs vulnérabilités ont été corrigées dans les versions de Microsoft SQL Server susmentionnées. L’exploitation de ces failles permet à un attaquant de contourner la politique de sécurité ou de porter atteinte à la confidentialité des données.,Veuillez se référer au bulletin de sécurité Microsoft du 12 Avril 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-microsoft-sql-server-patch-tuesday-avril-2023
Vulnérabilités critiques dans QNAP Notes Station 3,51122611/24,26 novembre 2024,Critique,Critique,Notes Station 3 version antérieure à 3.9.7,"Plusieurs vulnérabilités critiques ont été corrigées dans Qnap Notes Station 3. L’exploitation de ces failles peut permettre à un attaquant d’exécuter du code arbitraire à distance, de contourner la politique de sécurité et de porter atteinte à la confidentialité des données.",Veuillez se référer au bulletin de sécurité Qnap du 23 Novembre 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-qnap-notes-station-3
Vulnérabilités critiques affectant aruba edgeconnect enterprise orchestrator,38671310/22,13 octobre 2022,,,No Affected Systems,"Aruba Networks annonce la correction de trois vulnérabilités critiques affectant les versions susmentionnées de son produit Aruba EdgeConnect Enterprise Orchestrator. L'exploitation de ces vulnérabilités peut permettre à un attaquant distant d’exécuter du code arbitraire, de contourner l’authentification ou d’élever ses privilèges.",No Solution,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-affectant-aruba-edgeconnect-enterprise-orchestrator
Vulnérabilité dans les produits ESET,45833001/24,30 janvier 2024,Important,Important,"ESET Endpoint Security et ESET Endpoint Antivirus versions antérieures à 11.0.2032.x, ESET NOD32 Antivirus, ESET Internet Security et ESET Smart Security Premium versions antérieures à 17.0.15.0, ESET Mail Security pour Microsoft Exchange Server versions antérieures à 10.1.10014.0",Une vulnérabilité a été corrigée dans les produits ESET susmentionnés. Un attaquant pourrait exploiter cette faille afin d’exécuter du code arbitraire à distance.,Veuillez se référer au bulletin de sécurité ESET du  26 janvier 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-les-produits-eset
Vulnérabilités critiques dans les produits SAP,50691211/24,12 novembre 2024,Critique,Critique,"SAP Bank Account Management, Version - 100, 101, 102, 103, 104, 105, 106, 107, 108, SAP Cash Management (Cash Operations), Version - S4CORE 103, 104, 105, 106, 107, 108, SAP NetWeaver Application Server pour ABAP, Versions – KRNL64UC 7.53, KERNEL 7.53, 7.54, 7.77, 7.89, 7.93, 9.12, SAP NetWeaver Java (Software Update Manager),Versions - SUM 1.1, SAP Host Agent, Version – SAPHOSTAGENT 7.22, SAP NetWeaver AS Java (System Landscape Directory), Versions – LM-SLD 7.5, SAP NetWeaver Application Server Java (Logon Application), Versions – SERVERCORE 7.5, SAP PDCE, Version – S4CORE 102, 103, S4COREOP 104, 105, 106, 107, 108, SAP Web Dispatcher, Versions – WEBDISP 7.77, 7.89, 7.93, KERNEL 7.77, 7.89, 7.93, 9.12, 9.13","SAP annonce la disponibilité d’une mise à jour de sécurité corrigeant plusieurs vulnérabilités critiques affectant les produits susmentionnés. L’exploitation de ces failles peut permettre à un attaquant de porter atteinte à la confidentialité de données, de contourner la politique de sécurité et de causer un déni de service",Veuillez se référer au bulletin de sécurité SAP du 12 Novembre 2024.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-sap-4
